product_id,product_name,category,price,stock_quantity,weight_kg,launch_date,rating,is_available,description
52,Desk Lamp,Furniture,39.39,384,0.656,2021-02-09,4.5,True,Silent desk lamp with waterproof coating for students; compact build quality.
53,Noise Cancelling Headphones,Electronics,184.06,171,0.833,2024-01-22,3.0,True,Ergonomic noise cancelling headphones with adjustable height for content creators.
54,Laptop Stand,Accessories,21.72,208,0.861,2023-03-24,3.7,True,Wireless laptop stand with dimmable brightness for content creators.
55,External SSD 1TB,Storage,124.71,10,2.149,2024-06-16,3.6,True,Premium external ssd 1tb with shock protection for video calls.
56,Phone Case,Accessories,15.16,376,1.388,2024-10-06,4.8,True,High-Performance phone case with adjustable height for video calls.
57,Wireless Mouse,Electronics,28.99,342,1.714,2022-07-15,4.4,True,High-Performance wireless mouse with braided nylon for home office.
58,External SSD 1TB,Storage,112.11,13,0.256,2022-10-22,3.1,True,High-Performance external ssd 1tb with braided nylon for home office; durable build quality.
59,Laptop Stand,Accessories,24.65,172,1.915,2022-04-02,3.4,True,Lightweight laptop stand with built-in microphone for gaming.
60,Bluetooth Speaker,Electronics,51.93,487,0.907,2018-10-09,4.5,True,Fast-Charging bluetooth speaker with USB receiver for home office.
61,Laptop Stand,Accessories,27.53,318,0.423,2019-06-02,3.8,True,Compact laptop stand with aluminum finish for students.
62,Noise Cancelling Headphones,Electronics,216.0,85,1.534,2019-04-15,4.5,True,Ergonomic noise cancelling headphones with built-in microphone for gaming.
63,Noise Cancelling Headphones,Electronics,204.54,464,2.398,2022-06-13,4.9,True,Wireless noise cancelling headphones with backlit keys for students; portable build quality.
64,External SSD 1TB,Storage,120.07,407,2.46,2018-06-18,3.6,True,Lightweight external ssd 1tb with shock protection for gaming.
65,Webcam HD,Electronics,42.68,215,2.065,2019-03-09,3.8,True,Durable webcam hd with waterproof coating for travel.
66,Bluetooth Speaker,Electronics,68.37,138,1.559,2024-01-14,4.5,True,High-Performance bluetooth speaker with dimmable brightness for video calls; wireless build quality.
67,Mechanical Keyboard,Electronics,84.02,230,0.647,2023-03-19,4.1,True,Fast-Charging mechanical keyboard with dimmable brightness for daily use; durable build quality.
68,USB-C Cable,Accessories,9.95,181,2.005,2021-10-26,3.4,True,Adjustable usb-c cable with built-in microphone for home office.
69,Laptop Stand,Accessories,21.88,368,1.046,2024-03-24,4.5,True,Noise-Reducing laptop stand with waterproof coating for remote work.
70,Wireless Mouse,Electronics,26.33,113,1.041,2020-09-23,3.5,True,Adjustable wireless mouse with shock protection for remote work.
71,Webcam HD,Electronics,48.87,381,1.398,2021-12-12,4.3,True,Portable webcam hd with built-in microphone for video calls; noise-reducing build quality.
72,Laptop Stand,Accessories,23.61,380,1.363,2020-01-29,3.2,True,Noise-Reducing laptop stand with waterproof coating for video calls.
73,Bluetooth Speaker,Electronics,61.73,51,2.09,2021-04-28,3.3,True,Ergonomic bluetooth speaker with built-in microphone for home office.
74,USB-C Cable,Accessories,9.31,498,0.184,2021-04-11,4.3,True,Ergonomic usb-c cable with waterproof coating for gaming.
75,External SSD 1TB,Storage,102.87,245,1.129,2020-01-26,4.9,True,Portable external ssd 1tb with waterproof coating for gaming.
76,Phone Case,Accessories,14.95,295,1.592,2018-08-08,3.1,True,Adjustable phone case with built-in microphone for gaming.
77,Mechanical Keyboard,Electronics,91.56,213,1.535,2020-07-13,4.5,True,Lightweight mechanical keyboard with waterproof coating for remote work; adjustable build quality.
78,Phone Case,Accessories,14.11,317,0.198,2019-02-11,4.9,True,Wireless phone case with adjustable height for video calls.
79,USB-C Cable,Accessories,9.21,282,0.234,2018-01-11,3.7,True,Noise-Reducing usb-c cable with aluminum finish for remote work; wireless build quality.
80,Noise Cancelling Headphones,Electronics,212.41,359,2.156,2018-10-19,4.3,True,Portable noise cancelling headphones with aluminum finish for students.
81,Bluetooth Speaker,Electronics,55.04,76,2.276,2019-08-06,3.0,True,Ergonomic bluetooth speaker with built-in microphone for video calls.
82,Desk Lamp,Furniture,42.25,358,1.036,2021-01-20,3.9,True,High-Performance desk lamp with waterproof coating for gaming.
83,Phone Case,Accessories,16.04,309,0.663,2019-01-10,3.3,True,Fast-Charging phone case with aluminum finish for home office.
84,Noise Cancelling Headphones,Electronics,204.56,390,1.903,2023-04-12,3.9,True,High-Performance noise cancelling headphones with built-in microphone for travel.
85,Phone Case,Accessories,15.6,251,2.424,2023-04-10,3.6,True,Durable phone case with shock protection for gaming.
86,Webcam HD,Electronics,48.66,253,0.756,2022-06-29,4.6,True,Silent webcam hd with USB receiver for remote work; portable build quality.
87,Webcam HD,Electronics,44.23,395,1.04,2023-10-09,4.6,True,Premium webcam hd with low-latency mode for remote work.
88,Laptop Stand,Accessories,25.13,318,1.903,2022-12-16,4.5,True,Wireless laptop stand with built-in microphone for travel.
89,Desk Lamp,Furniture,44.56,248,0.347,2024-10-29,4.6,True,Noise-Reducing desk lamp with braided nylon for video calls.
90,Bluetooth Speaker,Electronics,58.33,115,2.481,2019-04-10,3.8,True,Compact bluetooth speaker with braided nylon for remote work.
91,Noise Cancelling Headphones,Electronics,200.52,139,1.068,2023-05-31,5.0,True,Wireless noise cancelling headphones with waterproof coating for travel.
92,External SSD 1TB,Storage,110.26,450,0.384,2018-10-13,3.4,True,Lightweight external ssd 1tb with shock protection for video calls.
93,Noise Cancelling Headphones,Electronics,213.55,428,1.488,2023-06-29,4.7,True,High-Performance noise cancelling headphones with low-latency mode for remote work; silent build quality.
94,Bluetooth Speaker,Electronics,57.78,477,0.838,2020-02-12,5.0,True,Wireless bluetooth speaker with aluminum finish for content creators; lightweight build quality.
95,Wireless Mouse,Electronics,28.35,242,1.778,2022-04-11,3.6,True,Fast-Charging wireless mouse with braided nylon for remote work.
96,USB-C Cable,Accessories,10.0,302,0.863,2019-02-16,4.7,True,High-Performance usb-c cable with backlit keys for remote work; ergonomic build quality.
97,Phone Case,Accessories,16.66,496,0.428,2023-04-08,4.5,True,Portable phone case with shock protection for content creators.
98,Webcam HD,Electronics,55.27,439,1.357,2021-07-21,4.2,True,High-Performance webcam hd with low-latency mode for home office.
99,Laptop Stand,Accessories,25.97,471,0.754,2020-07-20,4.4,True,Lightweight laptop stand with backlit keys for gaming.
100,Noise Cancelling Headphones,Electronics,224.19,23,0.845,2018-08-18,3.4,True,Durable noise cancelling headphones with dimmable brightness for travel; lightweight build quality.
101,External SSD 1TB,Storage,115.99,92,0.466,2018-11-20,4.1,True,Lightweight external ssd 1tb with aluminum finish for students.
102,External SSD 1TB,Storage,98.21,236,1.613,2023-02-26,3.4,True,Premium external ssd 1tb with waterproof coating for video calls.
103,USB-C Cable,Accessories,8.71,483,0.897,2024-08-03,3.5,True,Lightweight usb-c cable with built-in microphone for remote work.
104,Laptop Stand,Accessories,28.73,436,1.234,2020-08-29,3.6,True,Durable laptop stand with aluminum finish for video calls.
105,Noise Cancelling Headphones,Electronics,171.31,424,1.663,2021-01-29,2.8,True,Fast-Charging noise cancelling headphones with USB receiver for remote work.
106,Noise Cancelling Headphones,Electronics,216.53,117,1.537,2021-12-14,3.3,True,Wireless noise cancelling headphones with aluminum finish for video calls.
107,USB-C Cable,Accessories,10.37,462,1.587,2018-06-11,3.5,True,High-Performance usb-c cable with USB receiver for daily use.
108,Mechanical Keyboard,Electronics,101.05,167,1.881,2019-12-21,3.2,True,Silent mechanical keyboard with shock protection for video calls.
109,Noise Cancelling Headphones,Electronics,224.83,483,1.231,2021-04-23,4.4,True,Durable noise cancelling headphones with backlit keys for remote work.
110,USB-C Cable,Accessories,10.75,115,2.157,2022-06-16,4.9,True,Silent usb-c cable with shock protection for gaming.
111,Wireless Mouse,Electronics,27.87,63,1.164,2020-12-09,4.1,True,Fast-Charging wireless mouse with shock protection for gaming.
112,Desk Lamp,Furniture,34.29,452,2.361,2021-09-05,4.8,True,Wireless desk lamp with backlit keys for remote work.
113,Noise Cancelling Headphones,Electronics,208.94,59,0.392,2018-06-02,3.5,True,High-Performance noise cancelling headphones with backlit keys for gaming; silent build quality.
114,USB-C Cable,Accessories,9.66,189,1.693,2024-01-22,3.7,True,Noise-Reducing usb-c cable with braided nylon for content creators.
115,Desk Lamp,Furniture,41.38,480,2.381,2018-05-15,4.3,True,Wireless desk lamp with waterproof coating for remote work.
116,Webcam HD,Electronics,43.98,351,0.95,2022-01-09,2.9,True,Portable webcam hd with adjustable height for gaming.
117,Desk Lamp,Furniture,35.09,108,1.622,2024-09-11,4.9,True,Premium desk lamp with shock protection for students.
118,External SSD 1TB,Storage,100.26,424,1.925,2020-04-28,4.1,True,Wireless external ssd 1tb with shock protection for travel.
119,External SSD 1TB,Storage,93.59,439,2.461,2019-06-17,4.0,True,Ergonomic external ssd 1tb with backlit keys for home office; durable build quality.
120,Laptop Stand,Accessories,25.66,8,0.477,2018-08-03,3.1,True,Lightweight laptop stand with low-latency mode for gaming.
121,Desk Lamp,Furniture,39.37,185,1.307,2019-03-23,3.8,True,Wireless desk lamp with aluminum finish for home office.
122,Bluetooth Speaker,Electronics,56.42,329,2.412,2018-09-07,5.0,True,Lightweight bluetooth speaker with dimmable brightness for gaming.
123,Desk Lamp,Furniture,34.87,41,0.839,2019-08-31,2.9,True,Portable desk lamp with aluminum finish for daily use.
124,External SSD 1TB,Storage,111.0,232,1.289,2022-10-29,3.0,True,Noise-Reducing external ssd 1tb with backlit keys for students.
125,Laptop Stand,Accessories,24.34,423,1.161,2022-08-31,4.4,True,Durable laptop stand with dimmable brightness for daily use.
126,Webcam HD,Electronics,56.79,351,2.311,2018-10-02,3.0,True,Compact webcam hd with backlit keys for content creators; noise-reducing build quality.
127,Webcam HD,Electronics,54.67,284,0.197,2024-04-19,4.0,True,Fast-Charging webcam hd with backlit keys for content creators.
128,Phone Case,Accessories,16.65,369,0.176,2021-03-24,4.1,True,Durable phone case with backlit keys for students; high-performance build quality.
129,Laptop Stand,Accessories,27.59,179,2.121,2022-02-14,3.1,True,Portable laptop stand with aluminum finish for students.
130,Bluetooth Speaker,Electronics,68.53,419,1.573,2024-03-30,2.9,True,Fast-Charging bluetooth speaker with built-in microphone for home office; noise-reducing build quality.
131,Noise Cancelling Headphones,Electronics,225.28,179,0.065,2019-08-10,4.0,True,Lightweight noise cancelling headphones with backlit keys for travel.
132,Wireless Mouse,Electronics,26.32,271,0.577,2022-09-16,3.8,True,Ergonomic wireless mouse with shock protection for video calls.
133,External SSD 1TB,Storage,113.17,452,0.179,2019-10-07,4.5,True,Premium external ssd 1tb with backlit keys for video calls.
134,Phone Case,Accessories,14.93,226,1.065,2020-06-01,4.5,True,Compact phone case with shock protection for content creators; fast-charging build quality.
135,External SSD 1TB,Storage,109.55,341,0.806,2020-06-22,3.7,True,Adjustable external ssd 1tb with USB receiver for home office; wireless build quality.
136,USB-C Cable,Accessories,10.78,148,0.854,2018-02-01,3.9,True,Lightweight usb-c cable with braided nylon for travel.
137,Laptop Stand,Accessories,24.99,426,1.687,2021-12-21,3.0,True,Noise-Reducing laptop stand with USB receiver for content creators; compact build quality.
138,Webcam HD,Electronics,51.13,293,1.041,2022-09-07,3.4,True,Lightweight webcam hd with USB receiver for daily use; adjustable build quality.
139,Desk Lamp,Furniture,43.97,470,0.937,2022-11-24,4.7,True,Wireless desk lamp with dimmable brightness for content creators.
140,Phone Case,Accessories,16.66,381,0.882,2021-09-26,4.5,True,Compact phone case with low-latency mode for gaming.
141,Laptop Stand,Accessories,28.03,178,0.91,2019-08-28,3.3,True,Ergonomic laptop stand with built-in microphone for students; ergonomic build quality.
142,Mechanical Keyboard,Electronics,81.27,395,1.588,2023-03-16,4.5,True,Adjustable mechanical keyboard with waterproof coating for daily use.
143,Webcam HD,Electronics,44.76,34,1.199,2021-05-25,4.6,True,Adjustable webcam hd with USB receiver for daily use.
144,Noise Cancelling Headphones,Electronics,197.69,19,0.189,2021-03-21,3.0,True,Compact noise cancelling headphones with aluminum finish for content creators.
145,Bluetooth Speaker,Electronics,68.16,378,2.245,2023-01-17,4.8,True,Adjustable bluetooth speaker with adjustable height for daily use.
146,Bluetooth Speaker,Electronics,53.71,31,1.154,2021-11-07,5.0,True,Compact bluetooth speaker with low-latency mode for travel; noise-reducing build quality.
147,Desk Lamp,Furniture,45.88,268,1.331,2019-10-13,3.6,True,Portable desk lamp with dimmable brightness for content creators.
148,External SSD 1TB,Storage,95.22,323,1.636,2018-09-27,3.5,True,Silent external ssd 1tb with dimmable brightness for video calls; fast-charging build quality.
149,External SSD 1TB,Storage,122.31,170,0.25,2019-08-03,4.8,True,Portable external ssd 1tb with dimmable brightness for travel.
150,Mechanical Keyboard,Electronics,84.85,192,1.627,2021-09-07,4.6,True,Fast-Charging mechanical keyboard with low-latency mode for gaming.
151,Phone Case,Accessories,15.03,9,0.938,2020-01-09,4.9,True,Durable phone case with waterproof coating for students; ergonomic build quality.
152,USB-C Cable,Accessories,8.72,432,1.981,2023-09-11,4.5,True,Noise-Reducing usb-c cable with low-latency mode for home office.
153,External SSD 1TB,Storage,97.82,192,0.428,2020-01-11,4.6,True,Adjustable external ssd 1tb with braided nylon for remote work; durable build quality.
154,Laptop Stand,Accessories,28.51,312,0.748,2023-01-13,3.3,True,Wireless laptop stand with built-in microphone for remote work.
155,Laptop Stand,Accessories,24.0,484,1.448,2022-12-10,3.8,True,Portable laptop stand with dimmable brightness for content creators.
156,Laptop Stand,Accessories,27.25,70,2.189,2018-08-02,4.2,True,Durable laptop stand with low-latency mode for gaming.
157,Bluetooth Speaker,Electronics,66.31,145,0.255,2019-10-19,3.4,True,Silent bluetooth speaker with braided nylon for content creators; wireless build quality.
158,Desk Lamp,Furniture,44.6,476,0.115,2018-08-07,3.7,True,Durable desk lamp with adjustable height for content creators.
159,Webcam HD,Electronics,45.86,163,2.331,2021-10-05,4.5,True,Ergonomic webcam hd with USB receiver for video calls.
160,Desk Lamp,Furniture,42.34,71,1.909,2023-04-06,3.8,True,Premium desk lamp with backlit keys for home office; ergonomic build quality.
161,Bluetooth Speaker,Electronics,67.91,311,1.343,2019-04-01,4.5,True,Wireless bluetooth speaker with built-in microphone for gaming; lightweight build quality.
162,External SSD 1TB,Storage,108.57,56,2.1,2023-08-10,4.1,True,Premium external ssd 1tb with low-latency mode for students.
163,Noise Cancelling Headphones,Electronics,195.74,314,0.914,2024-05-26,3.7,True,Fast-Charging noise cancelling headphones with backlit keys for daily use; silent build quality.
164,Bluetooth Speaker,Electronics,60.12,259,1.408,2022-05-19,4.7,True,Premium bluetooth speaker with dimmable brightness for daily use; premium build quality.
165,Webcam HD,Electronics,54.32,176,0.641,2019-03-01,4.5,True,Noise-Reducing webcam hd with shock protection for travel; silent build quality.
166,Webcam HD,Electronics,54.69,89,2.084,2023-03-19,5.0,True,High-Performance webcam hd with braided nylon for travel; high-performance build quality.
167,Wireless Mouse,Electronics,28.13,22,1.988,2018-06-21,3.5,True,Portable wireless mouse with low-latency mode for content creators.
168,Bluetooth Speaker,Electronics,59.51,18,1.896,2020-02-22,3.4,True,Premium bluetooth speaker with shock protection for video calls; durable build quality.
169,Phone Case,Accessories,16.74,380,1.127,2022-05-03,3.5,True,Ergonomic phone case with waterproof coating for remote work.
170,Bluetooth Speaker,Electronics,55.79,42,1.831,2018-11-20,3.7,True,Ergonomic bluetooth speaker with low-latency mode for video calls; compact build quality.
171,Webcam HD,Electronics,52.4,156,1.142,2022-10-12,3.2,True,High-Performance webcam hd with shock protection for remote work; durable build quality.
172,External SSD 1TB,Storage,126.43,140,1.617,2018-08-23,3.0,True,Fast-Charging external ssd 1tb with dimmable brightness for daily use.
173,USB-C Cable,Accessories,11.35,73,2.129,2022-11-30,2.9,True,Compact usb-c cable with adjustable height for daily use.
174,External SSD 1TB,Storage,94.56,78,1.714,2022-02-28,3.6,True,Compact external ssd 1tb with aluminum finish for travel.
175,Phone Case,Accessories,14.16,142,0.662,2019-04-10,2.9,True,Ergonomic phone case with waterproof coating for content creators.
176,Mechanical Keyboard,Electronics,83.56,133,1.775,2020-05-28,5.0,True,Portable mechanical keyboard with waterproof coating for students; compact build quality.
177,Desk Lamp,Furniture,36.06,365,1.141,2018-12-26,4.6,True,Durable desk lamp with shock protection for gaming.
178,Noise Cancelling Headphones,Electronics,223.47,435,0.436,2019-12-15,4.5,True,Silent noise cancelling headphones with adjustable height for gaming.
179,USB-C Cable,Accessories,9.2,252,0.114,2024-03-19,4.1,True,High-Performance usb-c cable with low-latency mode for travel.
180,Mechanical Keyboard,Electronics,78.27,203,2.499,2023-05-15,4.0,True,Lightweight mechanical keyboard with aluminum finish for gaming; durable build quality.
181,Mechanical Keyboard,Electronics,88.64,348,1.318,2019-06-10,4.7,True,Silent mechanical keyboard with aluminum finish for travel.
182,USB-C Cable,Accessories,9.79,466,2.177,2019-05-24,3.9,True,Portable usb-c cable with braided nylon for travel; noise-reducing build quality.
183,Laptop Stand,Accessories,23.84,481,1.321,2021-03-09,4.7,True,Portable laptop stand with adjustable height for video calls; portable build quality.
184,External SSD 1TB,Storage,111.09,257,1.62,2024-08-21,4.9,True,Ergonomic external ssd 1tb with braided nylon for daily use.
185,External SSD 1TB,Storage,94.85,442,0.12,2018-07-06,4.9,True,Adjustable external ssd 1tb with built-in microphone for students.
186,Phone Case,Accessories,15.52,15,1.27,2024-02-13,3.4,True,Portable phone case with waterproof coating for students.
187,Phone Case,Accessories,14.08,37,1.737,2019-10-10,3.8,True,High-Performance phone case with waterproof coating for students; ergonomic build quality.
188,Webcam HD,Electronics,55.41,163,1.849,2021-11-15,4.9,True,Ergonomic webcam hd with shock protection for gaming; high-performance build quality.
189,Mechanical Keyboard,Electronics,83.71,126,0.395,2018-07-27,3.4,True,Lightweight mechanical keyboard with aluminum finish for content creators; ergonomic build quality.
190,Webcam HD,Electronics,56.49,369,0.816,2019-10-15,3.9,True,Silent webcam hd with waterproof coating for remote work.
191,Desk Lamp,Furniture,34.27,483,1.013,2023-02-16,4.9,True,Wireless desk lamp with aluminum finish for daily use; portable build quality.
192,Desk Lamp,Furniture,41.16,431,1.653,2023-04-12,3.4,True,Premium desk lamp with backlit keys for content creators; portable build quality.
193,Webcam HD,Electronics,53.95,187,0.161,2018-07-29,4.1,True,Wireless webcam hd with shock protection for video calls; silent build quality.
194,Desk Lamp,Furniture,43.16,143,2.072,2019-05-02,3.1,True,Compact desk lamp with dimmable brightness for daily use.
195,Webcam HD,Electronics,50.86,187,1.9,2020-03-26,4.1,True,Lightweight webcam hd with low-latency mode for home office; ergonomic build quality.
196,Webcam HD,Electronics,54.55,265,1.17,2024-10-19,4.8,True,Ergonomic webcam hd with shock protection for daily use; adjustable build quality.
197,Noise Cancelling Headphones,Electronics,205.61,259,2.079,2023-12-21,3.9,True,Adjustable noise cancelling headphones with built-in microphone for remote work.
198,Webcam HD,Electronics,47.46,56,2.451,2024-07-18,3.5,True,Noise-Reducing webcam hd with USB receiver for remote work; fast-charging build quality.
199,External SSD 1TB,Storage,112.55,369,0.176,2023-05-22,3.2,True,Fast-Charging external ssd 1tb with aluminum finish for content creators; fast-charging build quality.
200,Laptop Stand,Accessories,21.48,485,1.766,2020-02-21,2.8,True,Durable laptop stand with dimmable brightness for travel.
201,Laptop Stand,Accessories,24.32,396,1.548,2023-04-16,4.7,True,Noise-Reducing laptop stand with USB receiver for travel.
202,Bluetooth Speaker,Electronics,56.84,339,1.222,2022-03-24,3.5,True,Ergonomic bluetooth speaker with waterproof coating for daily use.
203,Noise Cancelling Headphones,Electronics,206.59,98,2.395,2021-02-16,4.0,True,Wireless noise cancelling headphones with built-in microphone for video calls.
204,Desk Lamp,Furniture,37.8,178,1.423,2021-01-25,3.4,True,Adjustable desk lamp with low-latency mode for content creators.
205,Phone Case,Accessories,16.42,488,1.944,2019-08-23,3.4,True,Portable phone case with backlit keys for daily use.
206,Noise Cancelling Headphones,Electronics,214.83,109,0.545,2024-01-16,3.4,True,Silent noise cancelling headphones with built-in microphone for travel; noise-reducing build quality.
207,External SSD 1TB,Storage,101.39,25,1.691,2023-12-16,3.3,True,Wireless external ssd 1tb with USB receiver for gaming.
208,Desk Lamp,Furniture,35.2,394,0.387,2024-03-04,5.0,True,Ergonomic desk lamp with dimmable brightness for remote work.
209,Laptop Stand,Accessories,26.91,147,0.837,2018-08-31,4.8,True,Compact laptop stand with aluminum finish for students.
210,Wireless Mouse,Electronics,33.71,89,1.074,2019-12-22,4.9,True,Premium wireless mouse with dimmable brightness for remote work; noise-reducing build quality.
211,Noise Cancelling Headphones,Electronics,222.59,4,0.781,2024-10-04,3.0,True,Durable noise cancelling headphones with built-in microphone for remote work.
212,Bluetooth Speaker,Electronics,60.43,455,2.349,2023-08-28,3.8,True,Wireless bluetooth speaker with backlit keys for daily use; high-performance build quality.
213,Noise Cancelling Headphones,Electronics,213.11,7,1.855,2021-04-23,4.0,True,Wireless noise cancelling headphones with braided nylon for content creators.
214,Bluetooth Speaker,Electronics,56.89,205,1.69,2020-01-27,5.0,True,High-Performance bluetooth speaker with shock protection for students; lightweight build quality.
215,Laptop Stand,Accessories,24.59,136,2.387,2021-05-21,4.1,True,Adjustable laptop stand with USB receiver for video calls.
